id,published,lastModified,description,severity,cvssScore
CVE-1999-0890,1999-09-16T04:00:00.000,2025-04-03T01:03:51.193,iHTML Merchant allows remote attackers to obtain sensitive information or execute commands via a code parsing error.,HIGH,
CVE-1999-0953,1999-09-16T04:00:00.000,2025-04-03T01:03:51.193,WWWBoard stores encrypted passwords in a password file that is under the web root and thus accessible by remote attackers.,HIGH,
CVE-1999-1469,1999-09-30T04:00:00.000,2025-04-03T01:03:51.193,"Buffer overflow in w3-auth CGI program in miniSQL package allows remote attackers to execute arbitrary commands via an HTTP request with (1) a long URL, or (2) a long User-Agent MIME header.",HIGH,
CVE-1999-0933,1999-10-01T04:00:00.000,2025-04-03T01:03:51.193,TeamTrack web server allows remote attackers to read arbitrary files via a .. (dot dot) attack.,MEDIUM,
CVE-1999-1523,1999-10-04T04:00:00.000,2025-04-03T01:03:51.193,"Buffer overflow in Sambar Web Server 4.2.1 allows remote attackers to cause a denial of service, and possibly execute arbitrary commands, via a long HTTP GET request.",HIGH,
CVE-1999-1357,1999-10-05T04:00:00.000,2025-04-03T01:03:51.193,"Netscape Communicator 4.04 through 4.7 (and possibly other versions) in various UNIX operating systems converts the 0x8b character to a ""<"" sign, and the 0x9b character to a "">"" sign, which could allow remote attackers to attack other clients via cross-site scripting (CSS) in CGI programs that do not filter these characters.",HIGH,
CVE-1999-1347,1999-10-07T04:00:00.000,2025-04-03T01:03:51.193,"Xsession in Red Hat Linux 6.1 and earlier can allow local users with restricted accounts to bypass execution of the .xsession file by starting kde, gnome or anotherlevel from kdm.",MEDIUM,
CVE-1999-1522,1999-10-07T04:00:00.000,2025-04-03T01:03:51.193,"Vulnerability in htmlparse.pike in Roxen Web Server 1.3.11 and earlier, possibly related to recursive parsing and referer tags in RXML.",MEDIUM,
CVE-1999-1082,1999-10-08T04:00:00.000,2025-04-03T01:03:51.193,"Directory traversal vulnerability in Jana proxy web server 1.40 allows remote attackers to ready arbitrary files via a ""......"" (modified dot dot) attack.",MEDIUM,
CVE-1999-1083,1999-10-08T04:00:00.000,2025-04-03T01:03:51.193,Directory traversal vulnerability in Jana proxy web server 1.45 allows remote attackers to ready arbitrary files via a .. (dot dot) attack.,MEDIUM,
CVE-1999-1343,1999-10-13T04:00:00.000,2025-04-03T01:03:51.193,HTTP server for Xerox DocuColor 4 LP allows remote attackers to cause a denial of service (hang) via a long URL that contains a large number of . characters.,MEDIUM,
CVE-1999-0943,1999-10-15T04:00:00.000,2025-04-03T01:03:51.193,Buffer overflow in OpenLink 3.2 allows remote attackers to gain privileges via a long GET request to the web configurator.,HIGH,
CVE-1999-0951,1999-10-22T04:00:00.000,2025-04-03T01:03:51.193,Buffer overflow in OmniHTTPd CGI program imagemap.exe allows remote attackers to execute commands.,HIGH,
CVE-1999-0944,1999-10-24T04:00:00.000,2025-04-03T01:03:51.193,IBM WebSphere ikeyman tool uses weak encryption to store a password for a key database that is used for SSL connections.,HIGH,
CVE-1999-0883,1999-10-25T04:00:00.000,2025-04-03T01:03:51.193,Zeus web server allows remote attackers to read arbitrary files by specifying the file name in an option to the search engine.,HIGH,
CVE-1999-0884,1999-10-25T04:00:00.000,2025-04-03T01:03:51.193,The Zeus web server administrative interface uses weak encryption for its passwords.,MEDIUM,
CVE-1999-0881,1999-10-26T04:00:00.000,2025-04-03T01:03:51.193,Falcon web server allows remote attackers to read arbitrary files via a .. (dot dot) attack.,MEDIUM,
CVE-1999-1076,1999-10-26T04:00:00.000,2025-04-03T01:03:51.193,"Idle locking function in MacOS 9 allows local users to bypass the password protection of idled sessions by selecting the ""Log Out"" option and selecting a ""Cancel"" option in the dialog box for an application that attempts to verify that the user wants to log out, which returns the attacker into the locked session.",MEDIUM,
CVE-1999-0882,1999-10-28T04:00:00.000,2025-04-03T01:03:51.193,Falcon web server allows remote attackers to determine the absolute path of the web root via long file names.,MEDIUM,
CVE-1999-0915,1999-10-28T04:00:00.000,2025-04-03T01:03:51.193,URL Live! web server allows remote attackers to read arbitrary files via a .. (dot dot) attack.,MEDIUM,
CVE-1999-0829,1999-11-01T05:00:00.000,2025-04-03T01:03:51.193,HP Secure Web Console uses weak encryption.,MEDIUM,
CVE-1999-0854,1999-11-01T05:00:00.000,2025-04-03T01:03:51.193,"Ultimate Bulletin Board stores data files in the cgi-bin directory, allowing remote attackers to view the data if an error occurs when the HTTP server attempts to execute the file.",MEDIUM,
CVE-1999-1077,1999-11-01T05:00:00.000,2025-04-03T01:03:51.193,"Idle locking function in MacOS 9 allows local attackers to bypass the password protection of idled sessions via the programmer's switch or CMD-PWR keyboard sequence, which brings up a debugger that the attacker can use to disable the lock.",MEDIUM,
CVE-1999-0947,1999-11-02T05:00:00.000,2025-04-03T01:03:51.193,"AN-HTTPd provides example CGI scripts test.bat, input.bat, input2.bat, and envout.bat, which allow remote attackers to execute commands via shell metacharacters.",HIGH,
CVE-1999-1531,1999-11-02T05:00:00.000,2025-04-03T01:03:51.193,Buffer overflow in IBM HomePagePrint 1.0.7 for Windows98J allows a malicious Web site to execute arbitrary code on a viewer's system via a long IMG_SRC HTML tag.,HIGH,
CVE-1999-0885,1999-11-03T05:00:00.000,2025-04-03T01:03:51.193,Alibaba web server allows remote attackers to execute commands via a pipe character in a malformed URL.,LOW,
CVE-1999-0887,1999-11-04T05:00:00.000,2025-04-03T01:03:51.193,FTGate web interface server allows remote attackers to read files via a .. (dot dot) attack.,MEDIUM,
CVE-1999-1509,1999-11-04T05:00:00.000,2025-04-03T01:03:51.193,Directory traversal vulnerability in Etype Eserv 2.50 web server allows a remote attacker to read any file in the file system via a .. (dot dot) in a URL.,MEDIUM,
CVE-1999-1533,1999-11-07T05:00:00.000,2025-04-03T01:03:51.193,Eicon Technology Diva LAN ISDN modem allows a remote attacker to cause a denial of service (hang) via a long password argument to the login.htm file in its HTTP service.,HIGH,
CVE-1999-0837,1999-11-10T05:00:00.000,2025-04-03T01:03:51.193,Denial of service in BIND by improperly closing TCP sessions via so_linger.,HIGH,
CVE-2000-0329,1999-11-11T05:00:00.000,2025-04-03T01:03:51.193,"A Microsoft ActiveX control allows a remote attacker to execute a malicious cabinet file via an attachment and an embedded script in an HTML mail, aka the ""Active Setup Control"" vulnerability.",MEDIUM,
CVE-1999-1110,1999-11-14T05:00:00.000,2025-04-03T01:03:51.193,"Windows Media Player ActiveX object as used in Internet Explorer 5.0 returns a specific error code when a file does not exist, which allows remote malicious web sites to determine the existence of files on the client.",MEDIUM,
CVE-1999-1528,1999-11-14T05:00:00.000,2025-04-03T01:03:51.193,"ProSoft Netware Client 5.12 on Macintosh MacOS 9 does not automatically log a user out of the NDS tree when the user logs off the system, which allows other users of the same system access to the unprotected NDS session.",MEDIUM,
CVE-1999-1457,1999-11-16T05:00:00.000,2025-04-03T01:03:51.193,"Buffer overflow in thttpd HTTP server before 2.04-31 allows remote attackers to execute arbitrary commands via a long date string, which is not properly handled by the tdate_parse function.",HIGH,
CVE-1999-1508,1999-11-16T05:00:00.000,2025-04-03T01:03:51.193,Web server in Tektronix PhaserLink Printer 840.0 and earlier allows a remote attacker to gain administrator access by directly calling undocumented URLs such as ncl_items.html and ncl_subjects.html.,HIGH,
CVE-1999-1549,1999-11-16T05:00:00.000,2025-04-03T01:03:51.193,"Lynx 2.x does not properly distinguish between internal and external HTML, which may allow a local attacker to read a ""secure"" hidden form value from a temporary file and craft a LYNXOPTIONS: URL that causes Lynx to modify the user's configuration file and execute commands.",MEDIUM,
CVE-1999-0793,1999-11-17T05:00:00.000,2025-04-03T01:03:51.193,Internet Explorer allows remote attackers to read files by redirecting data to a Javascript applet.,LOW,
CVE-1999-0999,1999-11-19T05:00:00.000,2025-04-03T01:03:51.193,Microsoft SQL 7.0 server allows a remote attacker to cause a denial of service via a malformed TDS packet.,MEDIUM,
CVE-1999-1475,1999-11-19T05:00:00.000,2025-04-03T01:03:51.193,"ProFTPd 1.2 compiled with the mod_sqlpw module records user passwords in the wtmp log file, which allows local users to obtain the passwords and gain privileges by reading wtmp, e.g. via the last command.",MEDIUM,
CVE-1999-1527,1999-11-23T05:00:00.000,2025-04-03T01:03:51.193,"Internal HTTP server in Sun Netbeans Java IDE in Netbeans Developer 3.0 Beta and Forte Community Edition 1.0 Beta does not properly restrict access to IP addresses as specified in its configuration, which allows arbitrary remote attackers to access the server.",HIGH,
CVE-1999-0844,1999-11-24T05:00:00.000,2025-04-03T01:03:51.193,Denial of service in MDaemon WorldClient and WebConfig services via a long URL.,MEDIUM,
CVE-1999-1189,1999-11-24T05:00:00.000,2025-04-03T01:03:51.193,"Buffer overflow in Netscape Navigator/Communicator 4.7 for Windows 95 and Windows 98 allows remote attackers to cause a denial of service, and possibly execute arbitrary commands, via a long argument after the ? character in a URL that references an .asp, .cgi, .html, or .pl file.",HIGH,
CVE-1999-1547,1999-11-25T05:00:00.000,2025-04-03T01:03:51.193,Oracle Web Listener 2.1 allows remote attackers to bypass access restrictions by replacing a character in the URL with its HTTP-encoded (hex) equivalent.,HIGH,
CVE-1999-0842,1999-11-29T05:00:00.000,2025-04-03T01:03:51.193,Symantec Mail-Gear 1.0 web interface server allows remote users to read arbitrary files via a .. (dot dot) attack.,MEDIUM,
CVE-1999-0853,1999-12-01T05:00:00.000,2025-04-03T01:03:51.193,Buffer overflow in Netscape Enterprise Server and Netscape FastTrack Server allows remote attackers to gain privileges via the HTTP Basic Authentication procedure.,HIGH,
CVE-2000-0021,1999-12-01T05:00:00.000,2025-04-03T01:03:51.193,Lotus Domino HTTP server allows remote attackers to determine the real path of the server via a request to a non-existent script in /cgi-bin.,MEDIUM,
CVE-1999-0852,1999-12-02T05:00:00.000,2025-04-03T01:03:51.193,IBM WebSphere sets permissions that allow a local user to modify a deinstallation script or its data files stored in /usr/bin.,HIGH,
CVE-1999-0858,1999-12-02T05:00:00.000,2025-04-03T01:03:51.193,Internet Explorer 5 allows a remote attacker to modify the IE client's proxy configuration via a malicious Web Proxy Auto-Discovery (WPAD) server.,MEDIUM,
CVE-1999-0862,1999-12-02T05:00:00.000,2025-04-03T01:03:51.193,Insecure directory permissions in RPM distribution for PostgreSQL allows local users to gain privileges by reading a plaintext password file.,LOW,
CVE-1999-0865,1999-12-03T05:00:00.000,2025-04-03T01:03:51.193,Buffer overflow in CommuniGatePro via a long string to the HTTP configuration port.,MEDIUM,
CVE-2000-0358,1999-12-03T05:00:00.000,2025-04-03T01:03:51.193,ORBit and gnome-session in Red Hat Linux 6.1 allows remote attackers to crash a program.,MEDIUM,
CVE-1999-0982,1999-12-05T05:00:00.000,2025-04-03T01:03:51.193,The Sun Web-Based Enterprise Management (WBEM) installation script stores a password in plaintext in a world readable file.,HIGH,
CVE-1999-0289,1999-12-12T05:00:00.000,2025-04-03T01:03:51.193,The Apache web server for Win32 may provide access to restricted files when a . (dot) is appended to a requested URL.,MEDIUM,
CVE-1999-1009,1999-12-12T05:00:00.000,2025-04-03T01:03:51.193,The Disney Go Express Search allows remote attackers to access and modify search information for users by connecting to an HTTP server on the user's system.,LOW,
CVE-1999-1000,1999-12-16T05:00:00.000,2025-04-03T01:03:51.193,The web administration interface for Cisco Cache Engine allows remote attackers to view performance statistics.,MEDIUM,
CVE-1999-1005,1999-12-19T05:00:00.000,2025-04-03T01:03:51.193,Groupwise web server GWWEB.EXE allows remote attackers to read arbitrary files with .htm extensions via a .. (dot dot) attack using the HELP parameter.,MEDIUM,
CVE-1999-1006,1999-12-19T05:00:00.000,2025-04-03T01:03:51.193,Groupwise web server GWWEB.EXE allows remote attackers to determine the real path of the web server via the HELP parameter.,MEDIUM,
CVE-2000-0022,1999-12-21T05:00:00.000,2025-04-03T01:03:51.193,Lotus Domino HTTP server does not properly disable anonymous access for the cgi-bin directory.,MEDIUM,
CVE-2000-0023,1999-12-21T05:00:00.000,2025-04-03T01:03:51.193,Buffer overflow in Lotus Domino HTTP server allows remote attackers to cause a denial of service via a long URL.,MEDIUM,
CVE-2000-0034,1999-12-22T05:00:00.000,2025-04-03T01:03:51.193,"Netscape 4.7 records user passwords in the preferences.js file during an IMAP or POP session, even if the user has not enabled ""remember passwords.""",MEDIUM,
CVE-2000-0036,1999-12-22T05:00:00.000,2025-04-03T01:03:51.193,"Outlook Express 5 for Macintosh downloads attachments to HTML mail without prompting the user, aka the ""HTML Mail Attachment"" vulnerability.",MEDIUM,
CVE-2000-0010,1999-12-26T05:00:00.000,2025-04-03T01:03:51.193,WebWho+ whois.cgi program allows remote attackers to execute commands via shell metacharacters in the TLD parameter.,HIGH,
CVE-2000-0012,1999-12-27T05:00:00.000,2025-04-03T01:03:51.193,Buffer overflow in w3-msql CGI program in miniSQL package allows remote attackers to execute commands.,HIGH,
CVE-2000-0014,1999-12-28T05:00:00.000,2025-04-03T01:03:51.193,Denial of service in Savant web server via a null character in the requested URL.,MEDIUM,
CVE-2000-0043,1999-12-30T05:00:00.000,2025-04-03T01:03:51.193,Buffer overflow in CamShot WebCam HTTP server allows remote attackers to execute commands via a long GET request.,HIGH,
CVE-1999-1074,1999-12-31T05:00:00.000,2025-04-03T01:03:51.193,"Webmin before 0.5 does not restrict the number of invalid passwords that are entered for a valid username, which could allow remote attackers to gain privileges via brute force password cracking.",HIGH,
